Timestamp, Location, SSID, BSSID, Signal Strength, Frequency
2024-11-14 18:22:12, LAB_1_6PM_H_14, DA_Public, 18:4b:0d:a3:60:7c, -90, 5805MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, , 52:91:e3:75:ac:c9, -93, 5745MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DA_Public, 18:4b:0d:a3:60:78, -76, 2437MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DAIICT_Student, 18:4b:0d:dc:30:98, -83, 2412MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DAIICT_STAFF, 58:b6:33:3a:1c:d8, -77, 2437MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DAIICT_Student, 18:4b:0d:e3:75:38, -79, 2412MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DAIICT_Student, 60:d0:2c:df:63:98, -52, 2437MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DA_Public, 1c:b9:c4:bd:84:e8, -83, 2462MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, Attendance, 18:4b:0d:63:60:78, -76, 2437MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DAIICT_STAFF, 24:79:2a:74:ea:0c, -71, 5745MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DAIICT_STAFF, 24:79:2a:74:ea:08, -68, 2412MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, LAB.EXT.SF-EE89sItIUl1AQzs, 38:9d:92:dd:27:af, -85, 2462MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, Attendance, 58:b6:33:7a:1c:d8, -77, 2437MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, TP-Link_13F8_5G_203, 9c:53:22:e7:13:fa, -92, 5765MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, Attendance, 60:d0:2c:5f:63:98, -53, 2437MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, Attendance, 60:d0:2c:5f:63:9c, -58, 5220MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, TP-Link_13F8_203, 9c:53:22:e7:13:f8, -82, 2417MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DAIICT_STAFF, 44:1e:98:3b:55:dc, -82, 5180MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DAIICT_STAFF, 44:1e:98:3b:55:d8, -66, 2437MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DA_Public, 44:1e:98:bb:55:d8, -65, 2437MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DA_Public, 44:1e:98:bb:55:dc, -80, 5180MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DAIICT_STAFF, 18:4b:0d:23:75:38, -79, 2412MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DAIICT_STAFF, 18:4b:0d:1c:30:98, -83, 2412MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DA_Public, 18:4b:0d:9c:30:98, -83, 2412MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DAIICT_Student, 58:b6:33:fa:1c:d8, -77, 2437MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DAIICT_Student, 44:1e:98:fb:55:d8, -65, 2437MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DAIICT_Student, 1c:b9:c4:fd:84:e8, -82, 2462MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, Attendance, 24:79:2a:b4:ea:08, -69, 2412MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, Attendance, 24:79:2a:b4:ea:0c, -71, 5745MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DAIICT_Student, 44:1e:98:fb:55:dc, -80, 5180MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, Lab_211_5G, 24:c9:a1:20:e7:4c, -77, 5280MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, Attendance, 1c:b9:c4:7d:84:e8, -82, 2462MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, Lab_211, 24:c9:a1:20:e7:48, -64, 2457MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DAIICT_Student, 18:4b:0d:e3:60:7c, -89, 5805MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DAIICT_Student, 18:4b:0d:e3:60:78, -76, 2437MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DA_Public, 60:d0:2c:9f:63:98, -52, 2437MHz
2024-11-14 18:22:12, LAB_1_6PM_H_14, DA_Public, 60:d0:2c:9f:63:9c, -56, 5220MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, , 9e:53:22:a7:13:f8, -84, 2417MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, Redmi 12 5G, 5a:b2:65:96:42:ae, -88, 2437MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_STAFF, 18:4b:0d:23:60:78, -76, 2437MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_Student, 24:79:2a:34:ea:0d, -70, 5745MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_Student, 24:79:2a:34:ea:09, -69, 2412MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DA_Public, 18:4b:0d:a3:75:38, -79, 2412MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, Attendance, 18:4b:0d:63:75:38, -80, 2412MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, , 9e:53:22:d7:13:f8, -88, 5765MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, ROBOTIC_LAB, 78:98:e8:7a:2c:1d, -90, 2472MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, Dell-Gujcost, 78:98:e8:7a:2c:1f, -86, 2472MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, ROBOTIC_LAB-5G, 78:98:e8:7a:2c:1b, -91, 5180MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, Attendance, 44:1e:98:7b:55:dc, -82, 5180MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, Attendance, 44:1e:98:7b:55:d8, -66, 2437MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DA_Public, 24:79:2a:f4:ea:08, -68, 2412MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_STAFF, 60:d0:2c:1f:63:98, -53, 2437MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_STAFF, 60:d0:2c:1f:63:9c, -58, 5220MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DA_Public, 24:79:2a:f4:ea:0c, -70, 5745MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DA_Public, 58:b6:33:ba:1c:d8, -77, 2437MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, Attendance, 18:4b:0d:5c:30:98, -83, 2412MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_Student, 60:d0:2c:df:63:9c, -57, 5220MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, dasolarpnl, c0:c5:20:24:87:18, -78, 2467MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_STAFF, 1c:b9:c4:3d:84:e8, -82, 2462MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, MATRIX 5746, 4a:89:e7:03:8f:a9, -91, 2437MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DA_Public, 18:4b:0d:a3:60:7c, -90, 5805MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, , 52:91:e3:75:ac:c9, -93, 5745MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DA_Public, 18:4b:0d:a3:60:78, -76, 2437MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_Student, 18:4b:0d:dc:30:98, -83, 2412MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_STAFF, 58:b6:33:3a:1c:d8, -77, 2437MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_Student, 18:4b:0d:e3:75:38, -79, 2412MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_Student, 60:d0:2c:df:63:98, -52, 2437MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DA_Public, 1c:b9:c4:bd:84:e8, -83, 2462MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, Attendance, 18:4b:0d:63:60:78, -76, 2437MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_STAFF, 24:79:2a:74:ea:0c, -71, 5745MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_STAFF, 24:79:2a:74:ea:08, -68, 2412MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, LAB.EXT.SF-EE89sItIUl1AQzs, 38:9d:92:dd:27:af, -85, 2462MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, Attendance, 58:b6:33:7a:1c:d8, -77, 2437MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, TP-Link_13F8_5G_203, 9c:53:22:e7:13:fa, -92, 5765MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, Attendance, 60:d0:2c:5f:63:98, -53, 2437MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, Attendance, 60:d0:2c:5f:63:9c, -58, 5220MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, TP-Link_13F8_203, 9c:53:22:e7:13:f8, -82, 2417MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_STAFF, 44:1e:98:3b:55:dc, -82, 5180MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_STAFF, 44:1e:98:3b:55:d8, -66, 2437MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DA_Public, 44:1e:98:bb:55:d8, -65, 2437MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DA_Public, 44:1e:98:bb:55:dc, -80, 5180MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_STAFF, 18:4b:0d:23:75:38, -79, 2412MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_STAFF, 18:4b:0d:1c:30:98, -83, 2412MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DA_Public, 18:4b:0d:9c:30:98, -83, 2412MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_Student, 58:b6:33:fa:1c:d8, -77, 2437MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_Student, 44:1e:98:fb:55:d8, -65, 2437MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_Student, 1c:b9:c4:fd:84:e8, -82, 2462MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, Attendance, 24:79:2a:b4:ea:08, -69, 2412MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, Attendance, 24:79:2a:b4:ea:0c, -71, 5745MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_Student, 44:1e:98:fb:55:dc, -80, 5180MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, Lab_211_5G, 24:c9:a1:20:e7:4c, -77, 5280MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, Attendance, 1c:b9:c4:7d:84:e8, -82, 2462MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, Lab_211, 24:c9:a1:20:e7:48, -64, 2457MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_Student, 18:4b:0d:e3:60:7c, -89, 5805MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DAIICT_Student, 18:4b:0d:e3:60:78, -76, 2437MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DA_Public, 60:d0:2c:9f:63:98, -52, 2437MHz
2024-11-14 18:22:13, LAB_1_6PM_H_14, DA_Public, 60:d0:2c:9f:63:9c, -56, 5220MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, , 9e:53:22:a7:13:f8, -84, 2417MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, Redmi 12 5G, 5a:b2:65:96:42:ae, -88, 2437MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_STAFF, 18:4b:0d:23:60:78, -76, 2437MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_Student, 24:79:2a:34:ea:0d, -70, 5745MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_Student, 24:79:2a:34:ea:09, -69, 2412MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DA_Public, 18:4b:0d:a3:75:38, -79, 2412MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, Attendance, 18:4b:0d:63:75:38, -80, 2412MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, , 9e:53:22:d7:13:f8, -88, 5765MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, ROBOTIC_LAB, 78:98:e8:7a:2c:1d, -90, 2472MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, Dell-Gujcost, 78:98:e8:7a:2c:1f, -86, 2472MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, ROBOTIC_LAB-5G, 78:98:e8:7a:2c:1b, -91, 5180MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, Attendance, 44:1e:98:7b:55:dc, -82, 5180MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, Attendance, 44:1e:98:7b:55:d8, -66, 2437MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DA_Public, 24:79:2a:f4:ea:08, -68, 2412MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_STAFF, 60:d0:2c:1f:63:98, -53, 2437MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_STAFF, 60:d0:2c:1f:63:9c, -58, 5220MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DA_Public, 24:79:2a:f4:ea:0c, -70, 5745MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DA_Public, 58:b6:33:ba:1c:d8, -77, 2437MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, Attendance, 18:4b:0d:5c:30:98, -83, 2412MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_Student, 60:d0:2c:df:63:9c, -57, 5220MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, dasolarpnl, c0:c5:20:24:87:18, -78, 2467MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_STAFF, 1c:b9:c4:3d:84:e8, -82, 2462MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, MATRIX 5746, 4a:89:e7:03:8f:a9, -91, 2437MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DA_Public, 18:4b:0d:a3:60:7c, -90, 5805MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, , 52:91:e3:75:ac:c9, -93, 5745MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DA_Public, 18:4b:0d:a3:60:78, -76, 2437MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_Student, 18:4b:0d:dc:30:98, -83, 2412MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_STAFF, 58:b6:33:3a:1c:d8, -77, 2437MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_Student, 18:4b:0d:e3:75:38, -79, 2412MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_Student, 60:d0:2c:df:63:98, -52, 2437MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DA_Public, 1c:b9:c4:bd:84:e8, -83, 2462MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, Attendance, 18:4b:0d:63:60:78, -76, 2437MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_STAFF, 24:79:2a:74:ea:0c, -71, 5745MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_STAFF, 24:79:2a:74:ea:08, -68, 2412MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, LAB.EXT.SF-EE89sItIUl1AQzs, 38:9d:92:dd:27:af, -85, 2462MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, Attendance, 58:b6:33:7a:1c:d8, -77, 2437MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, TP-Link_13F8_5G_203, 9c:53:22:e7:13:fa, -92, 5765MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, Attendance, 60:d0:2c:5f:63:98, -53, 2437MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, Attendance, 60:d0:2c:5f:63:9c, -58, 5220MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, TP-Link_13F8_203, 9c:53:22:e7:13:f8, -82, 2417MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_STAFF, 44:1e:98:3b:55:dc, -82, 5180MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_STAFF, 44:1e:98:3b:55:d8, -66, 2437MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DA_Public, 44:1e:98:bb:55:d8, -65, 2437MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DA_Public, 44:1e:98:bb:55:dc, -80, 5180MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_STAFF, 18:4b:0d:23:75:38, -79, 2412MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_STAFF, 18:4b:0d:1c:30:98, -83, 2412MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DA_Public, 18:4b:0d:9c:30:98, -83, 2412MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_Student, 58:b6:33:fa:1c:d8, -77, 2437MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_Student, 44:1e:98:fb:55:d8, -65, 2437MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_Student, 1c:b9:c4:fd:84:e8, -82, 2462MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, Attendance, 24:79:2a:b4:ea:08, -69, 2412MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, Attendance, 24:79:2a:b4:ea:0c, -71, 5745MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_Student, 44:1e:98:fb:55:dc, -80, 5180MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, Lab_211_5G, 24:c9:a1:20:e7:4c, -77, 5280MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, Attendance, 1c:b9:c4:7d:84:e8, -82, 2462MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, Lab_211, 24:c9:a1:20:e7:48, -64, 2457MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_Student, 18:4b:0d:e3:60:7c, -89, 5805MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DAIICT_Student, 18:4b:0d:e3:60:78, -76, 2437MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DA_Public, 60:d0:2c:9f:63:98, -52, 2437MHz
2024-11-14 18:22:14, LAB_1_6PM_H_14, DA_Public, 60:d0:2c:9f:63:9c, -56, 5220MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, , 9e:53:22:a7:13:f8, -84, 2417MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, Redmi 12 5G, 5a:b2:65:96:42:ae, -88, 2437MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_STAFF, 18:4b:0d:23:60:78, -76, 2437MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_Student, 24:79:2a:34:ea:0d, -70, 5745MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_Student, 24:79:2a:34:ea:09, -69, 2412MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DA_Public, 18:4b:0d:a3:75:38, -79, 2412MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, Attendance, 18:4b:0d:63:75:38, -80, 2412MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, , 9e:53:22:d7:13:f8, -88, 5765MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, ROBOTIC_LAB, 78:98:e8:7a:2c:1d, -90, 2472MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, Dell-Gujcost, 78:98:e8:7a:2c:1f, -86, 2472MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, ROBOTIC_LAB-5G, 78:98:e8:7a:2c:1b, -91, 5180MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, Attendance, 44:1e:98:7b:55:dc, -82, 5180MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, Attendance, 44:1e:98:7b:55:d8, -66, 2437MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DA_Public, 24:79:2a:f4:ea:08, -68, 2412MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_STAFF, 60:d0:2c:1f:63:98, -53, 2437MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_STAFF, 60:d0:2c:1f:63:9c, -58, 5220MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DA_Public, 24:79:2a:f4:ea:0c, -70, 5745MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DA_Public, 58:b6:33:ba:1c:d8, -77, 2437MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, Attendance, 18:4b:0d:5c:30:98, -83, 2412MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_Student, 60:d0:2c:df:63:9c, -57, 5220MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, dasolarpnl, c0:c5:20:24:87:18, -78, 2467MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_STAFF, 1c:b9:c4:3d:84:e8, -82, 2462MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, MATRIX 5746, 4a:89:e7:03:8f:a9, -91, 2437MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DA_Public, 18:4b:0d:a3:60:7c, -90, 5805MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, , 52:91:e3:75:ac:c9, -93, 5745MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DA_Public, 18:4b:0d:a3:60:78, -76, 2437MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_Student, 18:4b:0d:dc:30:98, -83, 2412MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_STAFF, 58:b6:33:3a:1c:d8, -77, 2437MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_Student, 18:4b:0d:e3:75:38, -79, 2412MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_Student, 60:d0:2c:df:63:98, -52, 2437MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DA_Public, 1c:b9:c4:bd:84:e8, -83, 2462MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, Attendance, 18:4b:0d:63:60:78, -76, 2437MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_STAFF, 24:79:2a:74:ea:0c, -71, 5745MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_STAFF, 24:79:2a:74:ea:08, -68, 2412MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, LAB.EXT.SF-EE89sItIUl1AQzs, 38:9d:92:dd:27:af, -85, 2462MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, Attendance, 58:b6:33:7a:1c:d8, -77, 2437MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, TP-Link_13F8_5G_203, 9c:53:22:e7:13:fa, -92, 5765MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, Attendance, 60:d0:2c:5f:63:98, -53, 2437MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, Attendance, 60:d0:2c:5f:63:9c, -58, 5220MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, TP-Link_13F8_203, 9c:53:22:e7:13:f8, -82, 2417MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_STAFF, 44:1e:98:3b:55:dc, -82, 5180MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_STAFF, 44:1e:98:3b:55:d8, -66, 2437MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DA_Public, 44:1e:98:bb:55:d8, -65, 2437MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DA_Public, 44:1e:98:bb:55:dc, -80, 5180MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_STAFF, 18:4b:0d:23:75:38, -79, 2412MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_STAFF, 18:4b:0d:1c:30:98, -83, 2412MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DA_Public, 18:4b:0d:9c:30:98, -83, 2412MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_Student, 58:b6:33:fa:1c:d8, -77, 2437MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_Student, 44:1e:98:fb:55:d8, -65, 2437MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_Student, 1c:b9:c4:fd:84:e8, -82, 2462MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, Attendance, 24:79:2a:b4:ea:08, -69, 2412MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, Attendance, 24:79:2a:b4:ea:0c, -71, 5745MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_Student, 44:1e:98:fb:55:dc, -80, 5180MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, Lab_211_5G, 24:c9:a1:20:e7:4c, -77, 5280MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, Attendance, 1c:b9:c4:7d:84:e8, -82, 2462MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, Lab_211, 24:c9:a1:20:e7:48, -64, 2457MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_Student, 18:4b:0d:e3:60:7c, -89, 5805MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DAIICT_Student, 18:4b:0d:e3:60:78, -76, 2437MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DA_Public, 60:d0:2c:9f:63:98, -52, 2437MHz
2024-11-14 18:22:15, LAB_1_6PM_H_14, DA_Public, 60:d0:2c:9f:63:9c, -56, 5220MHz
2024-11-14 18:22:16, LAB_1_6PM_H_14, , 9e:53:22:a7:13:f8, -84, 2417MHz
2024-11-14 18:22:16, LAB_1_6PM_H_14, Redmi 12 5G, 5a:b2:65:96:42:ae, -88, 2437MHz
2024-11-14 18:22:16, LAB_1_6PM_H_14, DAIICT_STAFF, 18:4b:0d:23:60:78, -76, 2437MHz
2024-11-14 18:22:16, LAB_1_6PM_H_14, DAIICT_Student, 24:79:2a:34:ea:0d, -70, 5745MHz
2024-11-14 18:22:16, LAB_1_6PM_H_14, DAIICT_Student, 24:79:2a:34:ea:09, -69, 2412MHz
2024-11-14 18:22:16, LAB_1_6PM_H_14, DA_Public, 18:4b:0d:a3:75:38, -79, 2412MHz
2024-11-14 18:22:16, LAB_1_6PM_H_14, Attendance, 18:4b:0d:63:75:38, -80, 2412MHz
2024-11-14 18:22:16, LAB_1_6PM_H_14, , 9e:53:22:d7:13:f8, -88, 5765MHz
2024-11-14 18:22:16, LAB_1_6PM_H_14, ROBOTIC_LAB, 78:98:e8:7a:2c:1d, -90, 2472MHz
2024-11-14 18:22:16, LAB_1_6PM_H_14, Dell-Gujcost, 78:98:e8:7a:2c:1f, -86, 2472MHz
